000000	"Ai" đây tức là một kẻ ăn mày vậy. Anh ta chưa kịp quay đi thì đã thấy mấy con chó vàng chạy xồng xộc ra cứ nhảy xổ vào chân anh.
000001	"Anh mau cứu tôi!" những lời nói run sợ một cách đáng lạ lùng kia, ngay bây giờ, ngồi viết những dòng này, tôi thấy như bên tai vẫn còn văng vẳng!...
000002	"Anh đi đường cái quan" đi ba bước rồi dừng lại, nhìn... Dưới ruộng chiêm, tiếng mấy người đàn bà cười khúc khích. Chợt khách bộ hành cũng hát:
000003	"Anh đi đường cái quan" đáo để ấy mỉm cười đắc chí rồi đi.
000004	"Biết thế thì thịt quách gà đi lại được lợi cái ăn".
000005	"Cho vui!" Phúc bĩu môi nghĩ thầm. Anh muốn đuổi bạn đi ngay đi đâu thì đi, nhưng lại sợ trái luật đi hát! Và tự nhiên thấy Bích cũng ủng hộ:
000006	"Chích chích chích chích!", trong cái bàn tay thô bạo, con chim lại giẫy giụa kêu thất thanh. Giữa lúc ấy, trên cành cam ở đỉnh đầu thằng xe cũng có chim kêu choáng lên:
000007	"Chính phủ Bình dân vạn tuế!"
000008	"Chính vì sự quá lứa ấy mà tôi phải viết bài này, mà tôi mang các nhà kỹ nghệ viết văn dâm uế nên hãm bớt cái đà của các ông lại thì vừa, đừng để đến lúc công chúng phải nổi nóng công phẫn".
000009	"Chấp kinh tòng quyền!"...
000010	"Chết! Tối đến nơi rồi, mình không cố không xong".
000011	"Chỉ bực nỗi người ta giàu có, khó nghĩ lắm".
000012	"Chữa khoán bệnh lao, mười ngày khỏi hẳn" - cái giòng chữ đỏ trên vải trắng này trước cửa một hiệu thuốc mà các ngài đã biết, chắc hẳn cho đến chết, tôi cũng không quên.
000013	"Con có khóc, mẹ mới cho bú" nếu bấy nay họ chẳng đả động tới số tiền nhuận bút của anh, có lẽ chỉ bởi cớ anh không nói gì.
000014	"Cào cào giã gạo tao xem, Tao may quần áo tao đem cho cào. Canh rau cũng thể canh rau, Để ai cậy thế ỷ giàu mặc ai!"
000015	"Các người không lo! Những tù nhân này phải giải về sở Căn cước để xét căn cước xong thì được thả ngay".
000016	"Cái thằng cha này thế mà cũng hay hay. Vị tất nó đã khinh người hay đểu giả như mình vẫn tưởng. Dễ thường nó lại là người tốt, cao thượng, khổ sở nữa cũng chưa biết chừng".
000017	"Có ai ở nhà không hử cô?". May sao bữa ấy, cả cô lẫn chú nàng và mẹ nàng đều cùng có nhà cả.
000018	"Có thể phải đi ăn mày, thật thế!".
000019	"Cô nàng lúc ấy đã có một cái bụng to một cách đáng kính trọng lắm. Chúng tôi vào ngồi trong quầy. Cô ả chỉ dám gọi tôi là ông chứ không dám xưng hô anh em, như hồi xưa".
000020	"Honni soit qui mal y pense!... " anh bĩu mồm cay đắng, thầm nhắc câu cách ngôn phương Tây. Chính trong những lúc bực mình như thế là anh lại tự thấy rất đáng kiêu ngạo với đời.
000021	"Khá lắm! Thật là lý sự đủ giọng... "
000022	"Khó giữa chợ nào ai thèm hỏi? Chẳng mua thù bán giận cũng thờ ơ. Giàu trên non lắm kẻ đi tìm, không ép dầu nài thương mà sạo sục... "
000023	"Không ai cấm nhà văn Vũ Trọng Phụng dùng những chữ bẩn thỉu để mô tả những sự bẩn thỉu, nhưng trong khi viết những câu văn mà mình cho là khoái trá, tưởng cũng nên nghĩ đến độc giả một chút".
000024	"Không biết họ đóng đô ở nhà này bao nhiêu lâu nữa? Nếu bố mình cứ ân cần mời mọc mãi thì đến chết mất thôi!".
000025	"Không hôm nay thì chả còn dịp nào nữa!"
000026	"Không thể nào nữa thì cũng cứ đành mang tiếng là ăn hại mẹ vậy".
000027	"Kết luận bài này, chúng ta nên biết rằng chúng ta đã khảo cứu xong đời một người mà tài, một người mà công đức, một người mà, đối với người."
000028	"Lúc giải tán thì dân phu chạy hỗn loạn, có mấy người bị thương là vì xẻng cuốc của dân phu va phải mà nên nỗi, chứ lính tráng không phải đánh đập ai cả".
000029	"Mơm mơm mơm!". Nhân cơ hội, Tuất không nói gì nữa, ù té xuống bếp. Bữa cơm hôm ấy không ngon lành gì. Cụ Cử uể oải ăn hai lưng.
000030	"Mặc áo này mà đánh ống thì nhạy hơn cả! Này, thế ông thử xem xét kĩ lưỡng cái áo này xem có gì là lạ không. Thử xem ông có tinh ý không nào?"
000031	"Nay mai ta sẽ được gánh vác những bổn phận nặng nề hơn, ta sẽ được góp sức vào làm những công việc vĩ đại hơn".
000032	"Người bộc tuệch như thế mà cũng hồng nhan bạc mệnh thì lạ thật!"
000033	"Người khách lữ hành nghèo, trên dậm trường dấn bước giang hồ vẫn cứ tự do nghêu ngao ca hát mà chẳng sợ thủ đoạn của đám đạo tặc". Đó là một câu của Rojas.
000034	"Người làm công của ông kính thư"
000035	"Người vợ khốn khổ của anh, ký tên"
000036	"Người đời không ai đáng yêu, không ai đáng trọng, không ai đáng khinh, vì ai cũng có điều thiện và điều ác, trong lòng người nào cũng có một thần thiện và một thần ác".
000037	"Nhưng không vì thế mà thoái chí, bọn thừa hành mà cái ngu dại của chúng sinh đặt tên là tạ, vẫn được ngài truyền lệnh cho cứ việc... như thường".
000038	"Nhưng mập mờ để làm gì? Biết sự thực cho rõ ràng hay là biết cả cái đau khổ của thất vọng nữa, đó há chẳng là cái can đảm của lòng người sao?"
000039	"Nhưng mục đích bài này không phải để vạch cái hành tung đáng ngờ của nhà văn xã hội Vũ Trọng Phụng, mà chính là vạch cái bẩn thỉu, nhơ nhớp, dơ dáng của văn ông ta".
000040	"Nhưng tôi bỏ mặc ngoài tai dư luận. Tôi đã có lương tâm tôi xét xử tôi. Đẻ ra là bình dân, tôi xin gửi lòng trung thành với bình dân cho đến chết!"
000041	"Nhẫn nhục ở đâu là một nết tốt, thì ở đây chỉ là một điều tai hại".
000042	"Nhức đầu giải cảm" liệu đời dùng ngay!
000043	"Những giọt nước mắt bắt đầu chảy ra. Cô ta bưng mặt khóc, khóc, và khóc... Sau cùng, chỉ biết thổn thức nói: "Nếu thế thì...
000044	"Này, do đồng tiền của đứa nào mà người ấy được vác mặt lên bảnh chọe làm bà lớn thì chớ quên, mua danh ba vạn chớ bán danh chả được đồng nào đâu!"
000045	"Năm tháng sau, một hôm tôi nhận được một phong thư như thế này: "Thưa ông, tôi chờ ông ở hiệu cao lâu ông Hưng, vào khoảng mười một giờ ngày hai mươi.
000046	"Nếu một khi người ta đã khinh được mình rồi thì cái việc ăn đời ở kiếp với nhau về sau là rất khó. Chị nên cẩn thận lắm mới được".
000047	"Nếu người dân quê nào cũng biết sự đời được như ông thủ quỹ và bác hộ lại này thì tương lai nước nhà trông chừng cũng khả quan".
000048	"Phúc cái đinh" cái tên mà các bạn đồng sự đã đặt cho anh xưa kia nay lại đem về cho hồi ức của anh một chuyện vặt nó vốn là nguyên nhân của sự đặt đề thêu dệt ấy.
000049	"Phơ!"
000050	"Phải chăng đó là tấm gương phản chiếu tính tình, lý tưởng của nhà văn, một nhà văn nhìn thế gian qua cặp kính đen, có một bộ óc cũng đen và một nguồn văn cũng đen nữa?" (Nhất Chi Mai - Ngày nay số năm mươi mốt ).
000051	"Phải tha! Phải ký giấy tha!" ông huyện nghĩ thế xong lại thấy cái cần tự mình dặn mình rằng từ rày trở đi, gặp những kẻ có óc chính trị, ông phải dè dặt lắm mới được.
000052	"Quan Phù, Thái Thuế long đong Tháng ngày chờ đợi của công mỏi mòn!" Rón rén tiến gần vào nhà, nhẹ đưa tay lôi cái mành mành nhìn, Mịch thấy đó là cô thầy bói. Bà đồ Uẩn nhăn nhó hỏi:
000053	"Quái lạ, cái gì thế hở đẻ?"
000054	"Quái thật, cô Yến nào? Quen biết từ bao giờ?". Tuy nhiên, nàng vẫn ngồi rốn sau một cái thớt, một tay thìa, một tay đũa, trộn thịt băm vào trứng, rồi thả thìa ấy vào nồi canh đương sôi...
000055	"Quân tử đa truân", phải chăng sự đời chỉ là thế? Long nghĩ vậy rồi cười nhạt cái cười khoái chí của người hiểu đời và khinh đời.
000056	"Sao nó đã khen mình là thi nhân mà rồi lại chê ngay thi nhân là gớm? Sao nó lại không đến chơi nhà mình? Để nó bắt mình phải cầu thân với nó sao".
000057	"Sống? Làm thế nào để sống? ừ, làm thế nào cho sống nổi bốn cái miệng?".
000058	"Ta chỉ còn phải chọn hoặc cô chị, hoặc cô em".
000059	"Tham Ngọc" cứ việc ngồi lặng im, ngây người ra, "thú tội" trong năm phút, mười phút, mười lăm phút.
000060	"Tham Ngọc" thở dài:
000061	"Tham Ngọc" đi rồi, tôi cũng đứng lên muốn về cho ông ấm ngồi một mình được thật tĩnh tâm mà "triết lí" đến cái tình bè bạn.
000062	"Tham Ngọc" đấu dịu, xin trần tình. Ông ấm làm ra vẻ không buồn nghe nữa. Vẫn ngồi xếp bằng tròn như tượng Phật giữa một người rất thâm.
000063	"Tham Ngọc" đứng dậy, hiểu ý câu nói lắm, bắt tay riêng tôi rồi xuống gác, bao nhiêu ý nghĩ căm giận hoặc khinh bỉ, không có cách nào khác, phải phát lộ ra cả gót giày, nện thình thình thật mạnh vào từng bậc thang...
000064	"Thiếc", chữ ấy ngoài những nghĩa đã có của nó, còn là tiền lưng vốn của bọn cờ bạc bịp, - tôi xin các nhà học giả nước ta để ý đến chữ ấy để chua thêm nghĩa cho nó, trong bộ Việt Nam tự điển sẽ xuất bản đủ bộ sau này.
000065	"Thì cậu để yên cho con quan sát mọi sự thì đã sao!" Lúc bị ông huyện gắt mắng ở điếm, khi Phú bị lính dẫn đến trước mặt viên tham tá lục lộ về tội đánh người Nhà nước.
000066	"Thì ra hôm nay nhà ta mở hàng sớm nhất!", nàng nghĩ.
000067	"Thích tình nào!... Thích tình nào!... " vì cây lựu là của nó, cái sân là của nó, - bốn bề là của sự im lặng.
000068	"Thôi tao đành để cho mày hóa ra làm kiếp cáo thì may ra mày mới được no".
000069	"Thôi đi! Chắc lại ông văn sĩ nào tinh quái đội lốt gái quê đấy chứ gì!".
000070	"Thôi, tiên sư cả trời!... "
000071	"Thưa cậu, cậu sang ngay đây lập tức, con hỏi có việc cần lắm". Biết là có chuyện hệ trọng, ông huyện vội theo con gái sang phòng bên.
000072	"Thưa ngài, ngài là một người chồng mọc sừng!" Ông Xuân chỉ nói có thế mà làm cho ông thêm được vài ba nghìn bạc thì khi ông Xuân nói đại khái: "Thưa ngài, thứ hàng này tốt nhất, buôn ở Tây phương" chắc phải có giá trị hơn nữa.
000073	"Thật thế là mù lòa vô cùng!".
000074	"Thật thế, làm cho gì có đứa nào tốt được!.." Anh thầm nhắc một lần nữa và thấy khoái chí lắm.
000075	"Thế mà trông cậu lại đẹp đẽ khỏe mạnh hơn ngày xưa!"
000076	"Thế này mà giữa lúc ban đêm choàng dậy, còn ngủ mê mà nhảy ùm xuống nước thì chí nguy".
000077	"Tri kỉ" gặp nhau, không cần nói, cũng đủ hiểu nhau...
000078	"Trong thời gian anh vắng nhà thì chú không làm sự gì bậy bạ hại đến danh giá gia đình đấy chứ?"
000079	"Trời đất ơi, thì ra vì mình dại dột và tham lam!" Mịch nói một mình trong chăn, qua hai hàng lệ ràn rụa.
000080	"Tuy vậy, ta cũng là người có một tâm hồn vững lắm" Long nghĩ thế là vì sức liên tưởng đã khiến Long nhớ thế. Cái mặt ngẩn ngơ của Tú Anh, buổi sáng hôm nay...
000081	"Tôi chỉ muốn được chẳng giàu chẳng nghèo, nghĩa là ở cái địa vị mà người đời không khinh bỉ nổi, cũng như không ghen tị được".
000082	"Tôi con giai thế này, ra đấy, nó thấy nó lại bắt đi phu hàn khẩu thì chết".
000083	"Tôi xuống đây" rồi biến mất.
000084	"Tại sao hàng mấy nghìn năm rồi mà họ vẫn cứ thế mà cũng sống được?" Phú hối hận đã không đi vay tiền thuê phu.
000085	"Tại sao? ừ, tại sao, sau một chuyện dị thường như thế lại đến cái cuộc gần gụi tình cờ như thế?".
000086	"Vive le Front Populaire!"
000087	"Vâng, cụ để đấy con xin!"
000088	"Vâng, ông là chủ nợ mà ông muốn bỏ tù, tôi cũng xin vui lòng... " để cho viên mõ tòa phải cáo lui sau khi xin lỗi rất khẩn khoản.
000089	"Vì lẽ gì?"
000090	"Về làng là phải lắm, chẳng đáng ân hận".
000091	"Xưa kia Tấn thường đã rủ mình đi chơi láo mất hàng năm bảy đồng bạc không tiếc, hẳn bây giờ, bỗng dưng phát tài có tới bốn nghìn trong tay, nên mình vay hắn đồng bạc cho người phu kia ắt được lắm".
000092	"khôn sặc máu mồm" ra cả đấy, chứ các ông bảo họ dại cái nỗi gì?
000093	"Ông phán" này cả ngày chỉ ngồi đếm ô mai cho vợ trong một cửa hiệu bán đồ vặt rộng không hơn cái lỗ mũi ở phố Cầu Gỗ chứ không từng sớm vác ô đi, tối vác về bao giờ.
000094	"Được cái tiếng làm quan thì lo mất ăn mất ngủ".
000095	"Được rồi! Anh nhận hay Phú nó dạy thì cũng thế cả. Điều cốt yếu mà tôi để ý là làm cách nào cho mỗi tháng nhà anh có một số tiền mà chi dùng, thế thôi".
000096	"Được rồi, nếu ta bị bắt lần nữa thì ta cứ khai là con gái ông huyện mở cửa ngục cho ta ra xem sao!"
000097	"Ạ! Ạ! Giải tù! Giải tù ở đâu về! Mà lại là khách, chúng mày ạ!".
000098	"ấy đó là cái kết quả bao năm đằng đẵng thờ chồng nuôi con!".
000099	(Bắc tuần là ý nói đức vua nước nhà từ Trung Kỳ ra đây. ông Tuần là nói vua nước Xiêm). Có tờ sốt sắng viết: Hai vua tại một nước!
000100	(Septembre một ngàn chín trăm ba mươi sáu )
000101	) Anh tin vững rằng ở cái xã hội khốn kiếp nhất là cái xã hội Việt Nam ta, chẳng thể nào có kẻ nào làm nổi một công việc công ích gì mà không vì tư lợi.
000102	) rằng Xuân là một người đứng đắn, mặc lòng hãy còn trẻ trung.
000103	, cảnh tượng ấy đủ tiêu biểu cho hết thảy mọi sự thống khổ của loài người.
000104	, em lại thấy cái gì trái hẳn lại, cái gì như là thiện cảm, nếu nó chưa đích xác là ái tình.
000105	, kia là bạn M., du học sinh đã từng bị về cái bàn tay sắt của ông Chiappe, cảnh sát trưởng Pariạ, đó bạn HV...
000106	, một đứa trẻ kể vào hạng thường ra thì chưa biết gì nhưng sinh vào cửa con một người như ông này, đã thành ra rất tinh khôn, ăn nói lễ phép, xem ra ý có thể được giáo dục cho một cách chu đáo lắm.
000107	, nếu ở ngoài đám bạc, dễ thường các bà chỉ liệt vào hàng đầy tớ hoặc cu li.
000108	- "Nhân đục vô nhai" các cụ nói chẳng sai tí nào!
000109	- "Ông tham", ném giùm tôi cái điếu.
000110	- "Ốm no thì bò dậy" vậy... Thôi, chẳng qua là số nó chết, nó có vô phúc thì mới sinh vào làm con lão ta!...
000111	- ?... - Thật thế, cái tối hôm ấy, mày mặc cái váy nâu, chân mày đầy bùn, thế mà mày lại đẹp.
000112	- A - lê Đờ - mi tua!... Hích...!
000113	- A - lê đi! Cứ biết lên quan đã.
000114	- A Di à Phật! Lạy thầy ạ! Cậu Phước chặp tay chào thầy đi, mẹ xem có ngoan không nào!
000115	- A Di à Phật! Ở trong bộ biên tập báo Gõ mõ cũng có một ông vua thuốc lậu! Cho nên việc quảng cáo nhà chùa cũng do đó mà lan rộng đến chúng sinh.
000116	- A a! Con mẹ nó đã mớm!
000117	- A bas Xuân! A bas Xuân! Des explica - tions!
000118	- A kìa bác, bác mới ra chơi! Gớm, đã lâu lắm mới lại thấy ông, thế thì ông bận gì thế? Ông ngồi chơi đấy... Tôi vừa đi lễ về.
000119	- A la santé de tous!
000120	- A lê hấp!!!
000121	- A thế kia à! Thế ông có biết vì sao mà lão huyện bị cách không?
000122	- A à!
000123	- A à! Hay! Hay! Để con làm trò quỷ thuật cho bố xem nhé! Mời bố nằm xuống đây nghỉ tạm đi. -...
000124	- A!
000125	- A! A! Hay quá! Sướng quá!
000126	- A! A! Được nghỉ tay rồi! Ta cơm nước đi, anh em ơi!
000127	- A! Bẩm ngài... Chính ngài... Bẩm chính ngài là người vừa trúng sổ độc đắc! Tôi đã được nom ảnh ngài trên báo..
000128	- A! Có! Thằng cha thích húc trạc xếch!
000129	- A! Hiền nó ngoan đáo để! Hiền nó nín ngay bây giờ đây! Nín đi rồi cậu ẵm đi bắt chim cho mà chơi! Nín ngay đi nào, Hiền ngoan nào! Đây kia con chim nó bay kia! Bắt nó nhé?
000130	- A! Me có việc gì mà lên tối thế?
000131	- A! Nó đói! Đi bắt cho nó vài con châu chấu! Bắt những con non ấy!
000132	- A! Rất hân hạnh!
000133	- A! Tôi hiểu rồi đấy.
000134	- A, cái con mẹ ấy thì phải tìm cho nó chỗ ít nhất cũng hai đồng bạc công mới được! Mà tiền quà thì ít nhất cũng phải đòi một đồng! Nó sạch sẽ lắm! Sữa tốt hạng nhất đấy.
000135	- A, cái điều ấy tôi biết rõ lắm. Tây họ có con mắt nhận sự đẹp khác xa ta. Ông trông thấy một người đàn bà đẫy đà, mặt đầy đặn, hoặc béo núc béo ních chẳng hạn...
000136	- A, cái đó thì đã hẳn!
000137	- A, cái đó thì đã hẳn! Cái số con cái luý rắc trong thiên hạ thì chắc là phải nhiều! Vì rằng lúc nào luý cũng chỉ chăm chỉ cái việc bồi dưỡng thân thể bằng sâm, nhung, thuốc bổ, rượu sâm banh...
000138	- A, có báo rồi đấy hả? Thế có trúng số không? Nghe đâu hôm nay có cuộc xổ số thì phải! Cậu xem xong, tôi mượn một lát nhé! Tôi cũng có mua một vé.
000139	- A, lấy chồng tham tá gì đó, dạo tháng mười năm ngoái?
000140	- A, mợ ngủ chứ? Con vặn quạt chạy nhè nhẹ nhé?
000141	- A, nhưng mà con đã có chồng rồi hay là chưa?
000142	- A, này Hai!
000143	- A, thầy huyện! Thế việc truyền đơn, cờ đỏ ở làng Quỳnh Thôn ra làm sao?
000144	- A, à!
000145	- A, đi về Hải Phòng, hình như về để ký giấy tờ quan hệ gì đó. Có bảo đến chiều lại ra ăn cơm.
000146	- A, để tôi mò cái chạn bát lên mới được! Liệu có còn không hở chị? Hay trôi đi mất rồi?
000147	- Ai biết đâu đấy! Gọi là sân quần thì ai chả tưởng để phơi quần!
000148	- Ai bảo anh thế?
000149	- Ai bảo anh đi tin thế?
000150	- Ai bảo cậu thế?
000151	- Ai bảo tao, điều ấy mày không cần biết! Điều mày nên biết là mày có nên hổ thẹn với cái lương tâm mày không! Thế nào, đồ khốn nạn! Con dâm phụ! Mở mồm đi!
000152	- Ai bảo ông thế?
000153	- Ai bảo đi ở?!
000154	- Ai bảo? Ừ, ai bảo? Tôi cho anh tiền để anh làm gì có ích, để anh đong gạo, chứ để cho anh đi nhà thổ đấy à? Đáng kiếp lắm, còn kêu ca nỗi gì? Ừ...
000155	- Ai có của thì mau giữ lấy của! Ai có tính mệnh thì mau giữ lấy tính mệnh!
000156	- Ai hỏi gì... ?
000157	- Ai làm gì? Ừ, ai làm gì mà ngu?
000158	- Ai lại nói thế trước mặt bác gái hay cụ Hồng hay cụ Tổ!
000159	- Ai lại nỡ thế. Tôi dám đâu cấm hẳn cậu không được chơi bời! Người đàn ông ở thời buổi này mà hiền lành quá thì cũng đụt. Nhưng mà cũng nên thương vợ đôi chút...
000160	- Ai ngồi đâu cứ việc yên đấy cả một lượt! Đừng có kêu la vô ích; bữa nay các quan đi đông! Các quan không muốn giết hại một mạng nào cả thì đừng làm gì cho các quan phải nổi giận!
000161	- Ai thế nhỉ?
000162	- Ai thế?
000163	- Ai thế? Những ai?
000164	- Ai đến thì đến, chứ tôi không đến!
000165	- Ai, trí thức nào? Anh muốn nói đến bọn trí thức nào thế!
000166	- Ai?
000167	- Ai? Nhưng ai hở mình?
000168	- Ai? Phái mới hay phái cũ?
000169	- Ai? ai? ai thế?
000170	- Allo! Allo! Phải! Chính ông chủ đây... À, thế nào nữa?... Được... Sao nữa?...
000171	- Alo điếc luý vơ nia đô nê xanh biệt! La bơ tít đoa bẩy dề pho băng xương ăng co đít dua.
000172	- Alo! Alo!... Phải... trường Đại Việt... vâng... ngài ở Hải Phòng? Vâng... Allo! Allo!... Làm sao ạ? Chết nỗi. Mẫu thân tôi? Vâng...
000173	- Anh Ba đâu?. Đặt nước chè!
000174	- Anh Joseph Thiết muốn hỏi tôi một việc gì, bảo tôi đến đây kia mà! Hễ gặp Tuyết thì nó giữ một thái độ lạnh lùng, nghiêm trang làm cho Tuyết phải tủi thân, và làm cho kẻ khác phải tin hai bên có tình với nhau vân vân...
000175	- Anh Kim ạ, đó là vợ một người bạn đã quá cố của tôi, góa chồng đã sáu năm nay nhưng vẫn ở vậy thờ chồng nuôi con, mà đã muốn tôi dùng xe hơi đưa đi xem phong cảnh đường rừng mà tôi cũng đã hứa rồi, mà trước kia chưa tiện dịp.
000176	- Anh Liêm, bao giờ anh mới thưa chuyện với thầy đẻ... ?
000177	- Anh Long hôm vừa rồi đã nói những gì với con?
000178	- Anh Long đấy à?
000179	- Anh Long ơi, tôi xin lỗi anh...
000180	- Anh Long ơi, tại sao anh lại còn đến đây? Cơ sự đã đến thế này, thì anh còn đến làm gì thế nhỉ?
000181	- Anh Long!
000182	- Anh Long!... Anh Long!... anh phụ tôi đến như thế, mà anh còn dám vác mặt anh lại đây... hỏi tôi thế nữa à?
000183	- Anh Minh được ân xá về đấy chứ có gì là lạ!
000184	- Anh Minh! Anh Minh! Đẻ ơi đẻ! Anh Minh đã về!... Đẻ ơi ngồi dậy đi, mau lên.
000185	- Anh Phúc, ý anh muốn nói cái gì thế?
000186	- Anh Thiệu Tố, anh phải viết một bài lên báo đi...
000187	- Anh Tấn! Anh Tấn! Này, tôi bảo! Hãy khoan đã Tấn! Hãy ở đây, moa có câu chuyện riêng đã đây!
000188	- Anh Tấn, thế anh đã nghĩ đến hạnh phúc riêng của ta chưa?
000189	- Anh Tẹo là em út con út của bác đấy à?
000190	- Anh Vân, nên biết nghe lẽ phải. ở đời này... tội gì? Đời bạc như vôi mà mình cứ chung tình thì mình là thằng ngốc.
000191	- Anh Vũ Văn Tích cũng chưa được tha như anh Lê Văn Mạch...
000192	- Anh buồn vì anh đương phải lòng em, chứ sao!
000193	- Anh bảo gì?
000194	- Anh bảo tài xế hộ.
000195	- Anh cam đoan vẫn yêu quý Mịch như trước, yêu quý mãi, yêu quý suốt đời.
000196	- Anh cho rằng việc đòi tiền công của anh là chính đáng lắm, có phải thế không?
000197	- Anh chàng say thuốc đấy chứ gì?
000198	- Anh chẳng may bồ côi sớm.
000199	- Anh con bảo còn chờ dăm ngày, có hi vọng thành việc!
000200	- Anh con bắt tìm bằng thi để làm gì thế không biết!